Customer_ID,Age,Gender,Annual_Income,Occupation,City,Membership_Level,Spending_Score,Purchase_Frequency,Average_Order_Value,Days_Since_Last_Purchase,Preferred_Category,Online_Visits,Discount_Usage,Returns_Count,Tenure_Years,Total_Spending,Payment_Method,Satisfaction_Score
2615,20,Female,142424,Retired,Boston,Bronze,17,22,248.65,145,Home,43,20,2,6,6312.39,Credit Card,4
2616,59,Male,128855,Freelancer,Los Angeles,Silver,13,19,10.03,48,Electronics,97,6,6,11,163.68,Cash,3
2617,56,Female,97681,Business,Dallas,Silver,28,9,445.44,2,Grocery,31,20,7,10,3498.04,Debit Card,6
2618,58,Male,116489,Engineer,Chicago,Bronze,67,41,13.76,250,Beauty,70,10,7,4,649.18,Net Banking,8
2619,66,Female,145546,Retired,Los Angeles,Platinum,5,38,389.11,76,Fashion,100,23,12,12,15422.12,Net Banking,1
2620,28,Female,43900,Engineer,Dallas,Bronze,100,29,240.58,219,Sports,3,11,0,10,7792.05,Net Banking,2
2621,56,Male,29126,Other,Houston,Silver,60,10,266.7,347,Toys,4,21,6,2,2371.35,Debit Card,4
2622,41,Female,126198,Student,Phoenix,Platinum,15,22,112.05,227,Electronics,27,28,4,12,2315.81,Cash,7
2623,63,Male,94303,Teacher,Phoenix,Silver,81,24,307.61,117,Fashion,89,24,1,3,6145.41,Cash,2
2624,36,Female,82061,Teacher,Chicago,Gold,44,8,273.24,266,Home,27,25,7,11,2531.81,Net Banking,10
2625,21,Female,31978,Other,Houston,Bronze,46,47,90.48,234,Grocery,100,4,14,11,5028.83,Debit Card,8
2626,43,Female,71344,Other,Chicago,Silver,29,6,126.68,167,Fashion,47,23,1,9,868.76,Net Banking,3
2627,55,Female,61648,Engineer,San Francisco,Silver,68,7,42.78,259,Toys,60,15,5,5,291.94,UPI,2
2628,59,Male,16055,Other,New York,Bronze,96,20,42.48,192,Fashion,36,29,11,5,795.61,UPI,7
2629,49,Female,90582,Engineer,Dallas,Silver,49,17,16.75,183,Books,46,21,4,14,280.49,Debit Card,10
2630,56,Female,96214,Other,Houston,Bronze,43,36,118.03,9,Books,61,6,5,1,4482.98,UPI,9
2631,62,Male,122954,Retired,New York,Silver,68,8,343.03,336,Home,42,27,10,6,2669.06,Credit Card,4
2632,63,Male,53725,Other,New York,Platinum,77,13,164.95,326,Fashion,7,7,9,11,2077.12,Credit Card,2
2633,53,Male,68380,Doctor,Phoenix,Bronze,20,24,177.94,358,Grocery,30,3,7,12,4152.76,Credit Card,9
2634,57,Male,68333,Freelancer,Phoenix,Bronze,18,46,74.63,140,Books,50,3,8,1,3768.83,UPI,10
2635,54,Male,57459,Student,Boston,Silver,64,50,291.98,21,Electronics,47,26,12,8,16273.74,Cash,5
2636,50,Male,131518,Freelancer,San Francisco,Silver,49,31,177.65,311,Toys,93,5,2,13,6323.39,Credit Card,10
2637,53,Female,51163,Business,Houston,Gold,42,23,341.4,192,Sports,40,1,2,1,7044.95,Net Banking,7
2638,20,Male,99730,Business,Miami,Silver,12,17,373.32,91,Beauty,5,8,6,4,5476.99,Cash,10
2639,26,Female,34476,Teacher,Houston,Bronze,89,50,296.5,96,Electronics,70,27,2,15,13906.61,Debit Card,5
2640,25,Male,83580,Student,San Francisco,Gold,94,46,145.27,140,Sports,58,7,10,7,6469.78,UPI,5
2641,50,Female,120576,Freelancer,Phoenix,Gold,79,24,259.22,256,Grocery,44,17,13,7,6723.63,Net Banking,6
2642,23,Female,101593,Teacher,Phoenix,Silver,36,43,133.45,37,Sports,71,27,9,12,6330.39,Debit Card,5
2643,58,Female,124071,Business,Dallas,Silver,8,10,452.43,246,Grocery,32,11,11,10,5400.48,UPI,8
2644,56,Male,129832,Engineer,Seattle,Bronze,28,31,385.53,255,Sports,79,15,4,12,11369.26,UPI,4
2645,21,Male,83682,Student,Phoenix,Bronze,86,45,251.57,297,Books,77,29,9,14,10879.23,Net Banking,3
2646,30,Male,106713,Student,Chicago,Bronze,60,20,483.07,84,Toys,82,0,14,3,9824.02,UPI,3
2647,66,Male,119060,Other,Dallas,Silver,49,16,277.91,36,Electronics,74,25,3,6,5016.32,UPI,2
2648,19,Female,98030,Other,Los Angeles,Platinum,38,14,170.98,184,Home,40,19,10,7,2547.81,UPI,8
2649,22,Male,135360,Freelancer,Seattle,Silver,80,3,56.78,97,Home,57,29,8,15,175.29,Cash,7
2650,61,Female,100973,Other,Seattle,Bronze,58,30,276.44,317,Home,11,26,10,15,8784.56,Credit Card,6
2651,44,Female,51731,Other,Chicago,Bronze,5,18,431.6,29,Grocery,40,3,11,7,7658.33,Net Banking,2
2652,49,Male,129360,Retired,Seattle,Bronze,46,6,434.69,190,Fashion,47,13,7,4,2878.4,Cash,2
2653,38,Male,16750,Doctor,Miami,Silver,98,20,306.24,337,Toys,2,17,11,9,5084.31,Net Banking,10
2654,25,Male,80018,Freelancer,Phoenix,Silver,75,35,202.78,278,Home,91,4,8,1,7122.92,Cash,1
2655,55,Female,101984,Other,Phoenix,Bronze,2,19,328.65,200,Grocery,52,27,5,1,7010.1,UPI,10
2656,25,Male,122983,Engineer,Dallas,Silver,89,26,383.45,321,Books,72,2,1,4,9182.17,UPI,2
2657,67,Female,43451,Retired,San Francisco,Bronze,25,35,211.7,188,Grocery,49,18,7,15,8427.32,Cash,9
2658,20,Male,108743,Retired,Chicago,Bronze,1,12,243.36,257,Sports,59,11,13,15,3250.7,UPI,1
2659,61,Female,86474,Retired,Phoenix,Bronze,95,8,343.5,154,Grocery,38,25,0,3,2836.67,Credit Card,10
2660,20,Male,27150,Engineer,New York,Bronze,69,37,439.56,318,Sports,16,30,10,13,14651.33,Net Banking,4
2661,39,Male,28406,Teacher,Boston,Bronze,40,49,397.6,227,Books,88,27,4,3,22296.24,UPI,2
2662,23,Female,131047,Student,Phoenix,Bronze,68,10,20.97,4,Electronics,87,18,1,2,170.27,Debit Card,5
2663,19,Male,138971,Teacher,Houston,Gold,69,21,70.94,128,Grocery,78,19,12,8,1544.87,Cash,10
2664,40,Male,118157,Engineer,New York,Gold,69,49,427.86,73,Fashion,27,10,6,7,23334.74,Cash,8
2665,61,Male,33325,Doctor,San Francisco,Silver,16,41,418.57,364,Fashion,74,20,4,15,17061.17,UPI,1
2666,19,Male,109415,Student,New York,Gold,54,45,200.52,23,Electronics,28,19,9,3,7589.96,Cash,9
2667,55,Male,32669,Engineer,Seattle,Bronze,63,42,296.3,314,Books,89,8,2,6,14107.11,Debit Card,7
2668,34,Male,142385,Doctor,Boston,Gold,18,29,453.86,278,Home,66,19,13,7,15315.7,Cash,5
2669,52,Male,87010,Freelancer,Los Angeles,Bronze,17,31,456.66,205,Fashion,45,26,6,13,14514.96,Debit Card,5
2670,51,Female,147915,Business,Boston,Silver,99,40,393.72,145,Toys,33,22,11,15,17557.74,Cash,9
2671,40,Female,65812,Retired,Phoenix,Silver,82,7,112.7,88,Sports,60,25,2,5,823.84,Cash,9
2672,47,Male,31059,Other,Dallas,Bronze,4,34,367.84,21,Grocery,50,26,5,1,12873.17,Debit Card,2
2673,69,Male,101269,Engineer,Miami,Platinum,95,34,59.54,299,Beauty,46,4,3,7,1725.38,Net Banking,8
2674,25,Male,40395,Business,San Francisco,Bronze,95,30,448.03,43,Books,35,9,11,2,13101.07,Credit Card,5
2675,39,Female,35202,Teacher,Dallas,Bronze,9,4,83.08,36,Toys,41,8,9,13,356.09,Debit Card,2
2676,61,Female,118235,Business,Phoenix,Bronze,31,41,334.55,6,Toys,58,24,1,3,13466.82,Credit Card,9
2677,53,Male,60510,Engineer,Dallas,Bronze,5,30,309.02,279,Grocery,77,12,8,3,9707.3,Cash,4
2678,22,Female,102945,Business,Houston,Bronze,100,25,390.68,168,Books,55,28,5,6,11309.44,Net Banking,5
2679,30,Male,85649,Retired,New York,Bronze,16,14,280.27,69,Books,5,28,14,7,3713.81,Debit Card,7
2680,46,Male,121723,Student,Miami,Bronze,42,24,39.19,212,Grocery,5,7,15,8,1064.14,Net Banking,2
2681,48,Male,17881,Engineer,Phoenix,Gold,41,43,355.86,70,Beauty,22,21,4,0,12419.36,Debit Card,5
2682,64,Male,60913,Doctor,Seattle,Bronze,80,31,197.75,206,Home,34,12,12,0,6995.01,UPI,8
2683,33,Female,126860,Business,San Francisco,Bronze,84,39,166.94,71,Books,65,27,4,11,5486.34,Debit Card,1
2684,59,Female,99785,Student,Seattle,Silver,30,28,495.92,315,Fashion,59,26,7,13,12893.99,Credit Card,8
2685,47,Male,77457,Retired,New York,Platinum,26,25,299.3,179,Toys,17,21,4,6,7522.74,UPI,2
2686,33,Female,20741,Teacher,Miami,Bronze,49,19,358.25,207,Fashion,51,27,7,3,7215.25,Cash,4
2687,29,Female,112091,Teacher,New York,Bronze,31,4,267.9,176,Grocery,49,30,7,9,1265.82,Debit Card,3
2688,34,Male,43690,Retired,Chicago,Platinum,50,34,387.29,194,Fashion,9,17,0,7,12151.46,Credit Card,2
2689,33,Female,47833,Business,Seattle,Bronze,15,32,378.52,300,Books,74,22,3,4,10103.63,Cash,10
2690,29,Male,117566,Teacher,New York,Silver,52,25,332.0,238,Books,15,8,8,0,8163.33,Credit Card,10
2691,25,Male,86240,Doctor,New York,Bronze,38,22,498.89,153,Sports,29,30,13,1,10296.27,Cash,2
2692,37,Male,121898,Engineer,Dallas,Platinum,38,28,235.3,153,Books,53,8,14,9,6852.25,Debit Card,10
2693,20,Male,92711,Student,Phoenix,Platinum,60,18,356.03,29,Sports,25,1,1,13,7492.31,Net Banking,6
2694,33,Female,54023,Freelancer,Dallas,Gold,20,7,400.91,26,Beauty,85,24,10,2,2967.3,Cash,3
2695,47,Male,55209,Business,Chicago,Bronze,99,11,194.26,239,Books,81,6,3,1,2203.54,Net Banking,10
2696,62,Female,108590,Teacher,Boston,Silver,87,42,234.02,242,Toys,91,4,3,8,8830.56,Cash,4
2697,40,Male,101612,Engineer,Boston,Bronze,44,11,484.89,131,Toys,28,20,0,12,4831.91,Net Banking,4
2698,45,Male,95522,Freelancer,Dallas,Gold,89,9,25.82,178,Grocery,23,5,9,6,226.44,Debit Card,2
2699,68,Female,126654,Doctor,Los Angeles,Platinum,63,35,174.29,338,Home,100,12,9,15,7054.93,Credit Card,4
2700,57,Male,134107,Teacher,Seattle,Silver,50,37,248.24,97,Sports,3,23,15,1,9476.9,Debit Card,2
2701,22,Female,37462,Teacher,Dallas,Silver,22,23,10.72,325,Electronics,33,17,13,6,246.03,Cash,4
2702,37,Female,32821,Student,Houston,Bronze,72,33,450.57,236,Fashion,71,2,6,11,15121.86,UPI,8
2703,57,Male,107889,Doctor,Houston,Silver,54,1,150.26,334,Home,69,9,11,11,170.32,Credit Card,9
2704,61,Male,103952,Doctor,San Francisco,Silver,9,20,136.28,137,Grocery,90,22,0,9,2919.55,Net Banking,4
2705,18,Male,133066,Business,Chicago,Bronze,15,5,411.96,117,Sports,17,2,4,0,2411.96,Credit Card,4
2706,47,Male,94364,Freelancer,Chicago,Bronze,48,29,146.21,105,Beauty,81,0,7,13,4378.73,Credit Card,7
2707,38,Male,85077,Student,Dallas,Bronze,20,26,332.24,35,Sports,67,5,3,13,7587.93,Debit Card,1
2708,37,Male,55644,Business,Miami,Gold,35,38,412.54,45,Electronics,67,22,4,4,12658.64,Cash,7
2709,23,Female,77643,Student,New York,Gold,67,3,398.31,103,Sports,34,15,10,4,1107.52,Debit Card,9
2710,39,Female,28311,Doctor,Phoenix,Platinum,60,21,393.16,363,Grocery,8,24,9,8,6812.28,Cash,4
2711,35,Male,144466,Student,New York,Gold,98,13,53.43,359,Beauty,45,16,15,3,668.77,UPI,2
2712,25,Female,45531,Student,New York,Silver,34,31,49.13,69,Books,60,26,11,3,1332.89,Debit Card,4
2713,56,Female,29588,Student,Chicago,Bronze,100,17,160.32,206,Toys,56,15,2,5,2621.78,UPI,2
2714,49,Male,64416,Other,Chicago,Platinum,99,35,27.61,220,Beauty,70,24,4,14,927.39,Cash,10
2715,50,Male,36711,Engineer,Houston,Silver,73,23,255.21,88,Electronics,22,9,11,13,5344.52,Credit Card,7
2716,70,Female,131348,Engineer,Chicago,Silver,94,3,203.44,2,Toys,33,6,2,10,647.63,UPI,6
2717,33,Male,37076,Freelancer,Dallas,Silver,54,45,282.94,297,Grocery,50,7,3,1,12393.28,UPI,2
2718,29,Female,99274,Freelancer,Houston,Gold,90,2,156.41,230,Electronics,71,2,10,13,362.05,Cash,6
2719,55,Male,72609,Retired,Seattle,Bronze,12,3,248.02,117,Electronics,83,4,2,9,617.89,Cash,9
2720,69,Female,73480,Doctor,New York,Bronze,88,20,174.02,310,Electronics,46,30,4,15,3355.97,Debit Card,8
2721,51,Female,22044,Student,Seattle,Silver,19,48,105.65,113,Sports,52,18,1,5,5630.96,Debit Card,9
2722,31,Female,70486,Doctor,New York,Gold,80,44,328.19,201,Fashion,74,6,8,6,14408.8,Cash,5
2723,53,Female,70162,Engineer,New York,Silver,26,9,339.98,29,Sports,87,17,2,3,3630.27,UPI,10
2724,50,Male,44882,Other,San Francisco,Silver,23,48,416.32,363,Grocery,66,21,9,9,17384.11,Net Banking,2
2725,40,Male,69078,Student,New York,Bronze,33,4,438.63,246,Home,21,25,13,8,1625.4,Debit Card,5
2726,67,Female,73734,Business,Miami,Gold,57,25,355.19,80,Electronics,24,17,0,15,7516.37,Cash,10
2727,62,Female,123730,Engineer,Seattle,Gold,30,50,346.87,245,Electronics,48,24,4,4,15586.46,Net Banking,3
2728,19,Male,102985,Engineer,New York,Silver,23,1,37.77,183,Fashion,13,30,3,13,40.38,Net Banking,4
2729,58,Male,59028,Engineer,Los Angeles,Bronze,74,39,63.79,272,Beauty,64,5,1,2,2474.82,Net Banking,7
2730,38,Female,113938,Retired,Los Angeles,Platinum,36,12,408.16,32,Electronics,5,4,14,8,4235.85,Net Banking,2
2731,19,Female,133319,Student,Los Angeles,Silver,95,40,124.15,101,Toys,18,5,15,0,4915.73,Credit Card,6
2732,44,Female,47543,Freelancer,Dallas,Gold,86,40,184.23,276,Sports,75,28,11,7,8393.23,Debit Card,1
2733,26,Female,139279,Teacher,Houston,Bronze,43,24,81.2,110,Books,37,27,11,0,1901.89,Net Banking,10
2734,18,Female,44362,Business,Seattle,Bronze,66,9,105.62,205,Electronics,54,5,7,9,765.49,Net Banking,3
2735,28,Male,57915,Business,New York,Gold,53,46,389.95,265,Grocery,32,21,8,7,14744.23,Cash,7
2736,20,Female,66370,Doctor,Boston,Bronze,87,20,138.31,214,Books,28,30,5,4,2697.73,Cash,5
2737,69,Male,126375,Student,Houston,Silver,99,5,230.03,102,Fashion,86,25,7,6,1193.05,Credit Card,8
2738,40,Male,84812,Freelancer,Boston,Silver,60,20,84.32,294,Home,45,21,1,7,1947.14,Net Banking,7
2739,43,Male,49017,Engineer,Phoenix,Gold,37,21,342.19,77,Beauty,28,24,10,14,8571.34,Credit Card,7
2740,21,Female,71792,Teacher,Miami,Bronze,61,2,366.85,174,Home,65,22,5,10,874.68,Cash,1
2741,35,Male,144198,Student,Phoenix,Bronze,96,21,187.23,341,Grocery,70,10,0,11,4022.88,Debit Card,1
2742,23,Male,32629,Student,Chicago,Platinum,53,42,394.53,51,Sports,75,16,9,0,13493.03,UPI,6
2743,52,Male,143614,Retired,Houston,Silver,12,24,127.55,296,Home,42,25,2,0,2710.36,UPI,8
2744,39,Male,111950,Freelancer,Boston,Bronze,35,9,349.03,174,Grocery,33,8,14,6,3058.76,Credit Card,3
2745,60,Female,79829,Teacher,San Francisco,Bronze,67,39,367.68,342,Home,16,21,15,0,16517.27,Cash,8
2746,32,Female,25588,Engineer,New York,Platinum,98,30,484.64,198,Electronics,13,15,6,3,11756.74,UPI,8
2747,39,Male,146514,Student,Dallas,Bronze,38,18,123.84,87,Fashion,21,9,11,14,2237.45,Net Banking,1
2748,54,Male,120280,Business,Seattle,Silver,24,44,55.92,170,Toys,59,14,12,5,2611.52,Debit Card,5
2749,69,Female,55721,Other,New York,Silver,81,43,138.89,36,Electronics,47,7,12,1,5466.37,Cash,9
2750,59,Female,25599,Business,Seattle,Gold,40,10,70.2,122,Fashion,39,13,0,9,650.24,Credit Card,10
2751,29,Female,87594,Teacher,San Francisco,Gold,65,45,93.15,200,Sports,88,15,5,4,4004.68,Cash,10
2752,64,Male,149011,Other,New York,Silver,57,41,173.72,63,Grocery,43,18,6,9,6480.34,Debit Card,3
2753,66,Female,37149,Engineer,Miami,Bronze,72,48,212.86,187,Home,27,2,2,9,9960.57,Cash,9
2754,59,Male,142616,Teacher,Chicago,Gold,79,21,452.82,214,Fashion,37,12,10,10,8208.71,Credit Card,9
2755,55,Male,124034,Student,Los Angeles,Silver,45,22,105.85,242,Grocery,3,29,7,15,2048.63,Net Banking,1
2756,35,Female,35951,Retired,San Francisco,Platinum,89,17,486.16,149,Books,76,27,7,10,6734.54,Cash,2
2757,62,Male,61766,Retired,Chicago,Silver,72,5,406.98,123,Home,7,8,4,14,1962.71,Credit Card,3
2758,52,Female,72014,Business,New York,Silver,96,6,441.92,197,Toys,58,11,10,9,2871.42,Net Banking,4
2759,47,Male,102122,Retired,Boston,Bronze,13,10,465.43,35,Books,20,24,1,10,4665.75,UPI,5
2760,41,Female,24308,Doctor,Chicago,Gold,79,43,379.09,301,Books,79,4,1,5,16500.77,Cash,5
2761,59,Male,74252,Teacher,Dallas,Bronze,6,2,396.5,277,Toys,65,20,4,4,777.12,Net Banking,10
2762,47,Male,98211,Retired,Chicago,Bronze,97,7,224.53,34,Fashion,74,18,3,9,1625.05,UPI,5
2763,31,Female,141534,Doctor,Phoenix,Bronze,71,46,260.12,112,Electronics,14,6,11,7,10671.69,Cash,3
2764,23,Female,23720,Doctor,Miami,Bronze,97,4,466.92,174,Fashion,79,6,3,10,1649.17,Cash,6
2765,20,Female,141204,Freelancer,San Francisco,Bronze,47,37,195.35,32,Fashion,98,18,4,3,8505.75,Debit Card,4
2766,33,Female,94993,Business,Los Angeles,Bronze,93,19,30.55,212,Beauty,49,7,0,7,568.94,Cash,9
2767,24,Male,62113,Teacher,New York,Gold,44,28,383.75,202,Home,89,5,14,10,12151.2,Cash,2
2768,69,Female,63926,Doctor,San Francisco,Bronze,32,20,290.85,253,Home,95,2,6,2,6786.88,Net Banking,1
2769,31,Female,40905,Student,Houston,Gold,3,30,409.29,55,Books,74,21,2,6,12842.95,Credit Card,7
2770,26,Male,65385,Retired,San Francisco,Bronze,54,42,47.02,322,Sports,37,0,9,11,1815.9,Debit Card,9
2771,32,Female,45653,Freelancer,Dallas,Silver,84,38,314.4,12,Home,6,5,13,4,12806.46,Cash,10
2772,38,Female,106865,Engineer,San Francisco,Silver,78,2,131.38,49,Electronics,6,22,14,11,255.5,Net Banking,9
2773,52,Male,140813,Retired,Houston,Platinum,92,3,452.6,247,Electronics,28,19,9,4,1614.73,Net Banking,3
2774,19,Female,30052,Retired,Chicago,Gold,38,47,63.86,232,Grocery,78,30,13,5,3375.14,Credit Card,1
2775,44,Female,36381,Retired,Phoenix,Silver,4,42,423.1,27,Fashion,13,19,15,14,20008.85,UPI,9
2776,19,Female,98108,Freelancer,Chicago,Gold,79,49,53.39,103,Fashion,13,18,7,11,2708.92,Cash,7
2777,52,Female,64892,Engineer,Chicago,Bronze,17,39,22.3,353,Home,10,20,8,4,698.69,UPI,8
2778,35,Female,106501,Business,Houston,Silver,37,25,125.18,95,Fashion,80,27,7,12,3544.87,Credit Card,6
2779,31,Female,98391,Teacher,Seattle,Bronze,88,2,173.19,342,Electronics,39,12,10,0,280.62,Net Banking,10
2780,37,Male,32920,Teacher,Los Angeles,Bronze,36,39,317.0,343,Beauty,99,26,11,14,10495.49,UPI,6
2781,35,Female,31702,Engineer,Houston,Bronze,58,15,74.55,192,Grocery,79,16,13,8,1269.74,Credit Card,4
2782,27,Male,16894,Other,Chicago,Gold,41,3,224.29,124,Fashion,23,21,1,10,597.18,UPI,2
2783,42,Male,45985,Retired,San Francisco,Silver,8,5,110.09,80,Beauty,37,17,14,3,625.56,Net Banking,1
2784,19,Male,140702,Student,Los Angeles,Gold,67,40,429.1,6,Home,8,19,6,4,15353.89,Cash,6
2785,42,Male,88527,Engineer,New York,Silver,30,36,32.03,329,Toys,90,29,15,0,1277.94,Debit Card,9
2786,50,Female,143676,Engineer,Boston,Bronze,86,50,184.41,82,Sports,60,5,11,2,9376.06,Net Banking,10
2787,53,Female,57235,Teacher,New York,Gold,52,40,319.37,23,Electronics,86,10,3,2,13648.56,UPI,10
2788,48,Female,39976,Doctor,Dallas,Gold,97,38,457.41,113,Sports,5,26,12,7,19732.14,Cash,2
2789,31,Male,97643,Student,Chicago,Platinum,25,37,435.32,14,Toys,98,5,4,10,19225.31,Debit Card,1
2790,18,Female,122631,Teacher,San Francisco,Silver,52,27,448.64,112,Electronics,27,27,10,15,10105.83,Credit Card,1
2791,63,Female,71697,Freelancer,Seattle,Gold,59,5,40.8,341,Grocery,19,25,15,7,219.13,Cash,7
2792,33,Female,85382,Engineer,Phoenix,Gold,30,17,422.05,249,Toys,43,6,9,8,8491.36,Net Banking,1
2793,63,Male,31651,Other,Phoenix,Bronze,67,38,392.16,144,Home,43,0,4,13,14149.8,UPI,9
2794,69,Male,29633,Doctor,Los Angeles,Bronze,4,45,452.19,18,Sports,35,27,10,9,18995.33,Debit Card,9
2795,20,Female,94164,Student,Seattle,Bronze,93,41,162.67,8,Grocery,84,21,8,14,7149.61,Cash,3
2796,52,Male,15569,Business,Boston,Bronze,57,12,456.76,319,Books,55,24,11,6,5266.15,Debit Card,2
2797,58,Male,82509,Student,New York,Silver,63,42,207.29,184,Books,61,23,1,5,7711.8,Debit Card,9
2798,23,Female,138425,Student,Boston,Platinum,32,31,320.71,37,Grocery,47,7,1,15,8595.73,Cash,3
2799,42,Male,116126,Retired,Miami,Silver,87,33,217.85,210,Grocery,77,26,2,13,6305.17,UPI,2
2800,30,Male,142522,Engineer,New York,Gold,83,43,219.55,133,Sports,56,13,4,15,10212.18,Credit Card,4
2801,70,Female,48038,Engineer,New York,Silver,79,29,277.85,101,Sports,82,21,11,7,9407.13,Cash,7
2802,51,Male,53138,Business,New York,Bronze,51,38,184.4,148,Toys,18,19,3,2,7864.92,Credit Card,4
2803,25,Male,125740,Business,San Francisco,Bronze,63,3,398.44,92,Sports,65,0,9,14,1170.55,Debit Card,8
2804,38,Male,126174,Business,Houston,Silver,80,38,320.48,289,Books,96,4,9,14,12317.56,Debit Card,5
2805,51,Male,64272,Teacher,San Francisco,Gold,87,41,347.98,139,Books,53,28,15,9,14952.99,UPI,2
2806,21,Male,66455,Teacher,Phoenix,Platinum,1,40,123.21,294,Fashion,89,4,11,9,5086.0,Cash,10
2807,42,Male,83447,Engineer,San Francisco,Bronze,19,30,485.09,351,Toys,85,13,8,9,17279.72,Cash,4
2808,32,Male,92108,Engineer,Boston,Gold,35,47,333.49,261,Grocery,91,6,2,7,18098.45,Net Banking,7
2809,21,Male,53333,Business,San Francisco,Bronze,63,22,106.63,80,Home,11,16,0,2,1917.54,UPI,1
2810,62,Female,136219,Teacher,Houston,Silver,94,38,377.74,31,Fashion,1,28,4,12,16281.97,Cash,7
2811,29,Female,98029,Doctor,Los Angeles,Silver,81,32,95.12,187,Electronics,83,10,7,1,2573.95,Debit Card,3
2812,49,Female,54697,Teacher,Seattle,Bronze,26,43,41.06,135,Toys,96,21,0,8,1899.91,UPI,7
2813,49,Female,32634,Engineer,Los Angeles,Bronze,13,10,268.5,165,Books,8,30,0,0,2454.79,Net Banking,3
2814,45,Male,140520,Teacher,Miami,Bronze,86,32,281.23,146,Sports,19,6,12,9,9983.47,Net Banking,8
2815,30,Female,39561,Engineer,Phoenix,Bronze,23,43,102.59,244,Home,55,0,5,9,3544.28,Debit Card,4
2816,48,Female,70063,Business,Miami,Gold,97,4,180.71,182,Toys,16,14,14,1,688.8,Cash,1
2817,31,Male,40921,Retired,Miami,Bronze,91,29,473.43,8,Beauty,99,18,6,6,11101.77,Debit Card,1
2818,37,Male,34340,Business,Seattle,Silver,35,45,149.65,155,Electronics,66,9,13,0,7955.92,Net Banking,4
2819,35,Male,77781,Business,Seattle,Bronze,12,8,86.23,317,Grocery,12,8,7,11,556.11,UPI,9
2820,46,Male,29901,Doctor,Houston,Gold,9,20,496.36,175,Books,93,12,7,4,8558.4,Cash,5
2821,23,Male,25638,Retired,Houston,Gold,98,47,158.13,113,Books,74,23,2,11,7548.86,Debit Card,5
2822,49,Female,59324,Doctor,Los Angeles,Gold,78,7,343.32,242,Grocery,62,12,14,8,2543.73,Cash,3
2823,46,Male,103356,Engineer,Houston,Silver,67,1,123.46,166,Toys,86,29,3,8,134.77,UPI,5
2824,60,Female,47642,Student,Houston,Bronze,44,25,279.56,222,Toys,98,25,8,10,6281.44,Net Banking,7
2825,19,Female,40378,Freelancer,Dallas,Gold,61,26,199.28,190,Home,58,5,10,3,4768.84,Debit Card,3
2826,40,Male,65867,Doctor,Chicago,Bronze,21,9,481.17,274,Fashion,21,7,4,9,3879.99,Net Banking,5
2827,36,Female,88686,Engineer,Los Angeles,Bronze,7,23,222.07,288,Books,37,11,14,13,4584.74,Debit Card,3
2828,48,Female,57875,Retired,Seattle,Bronze,97,40,296.25,63,Sports,5,1,13,14,13185.7,Cash,1
2829,68,Male,133171,Teacher,Los Angeles,Silver,99,2,472.94,281,Books,70,28,10,1,1115.38,Credit Card,6
2830,22,Female,115061,Retired,Seattle,Silver,11,26,494.72,172,Home,32,15,13,8,13355.63,Debit Card,3
2831,36,Female,79377,Business,San Francisco,Silver,45,14,59.81,256,Sports,67,28,8,10,722.6,Debit Card,2
2832,51,Female,69691,Business,Chicago,Silver,32,44,418.82,202,Books,10,11,11,3,15224.78,Net Banking,3
2833,27,Male,64063,Business,Dallas,Bronze,86,31,197.24,76,Electronics,69,22,4,2,5476.52,Credit Card,5
2834,42,Male,106782,Engineer,Dallas,Platinum,83,26,301.47,102,Home,88,17,4,12,6828.01,Credit Card,5
2835,19,Male,93343,Business,Boston,Silver,36,49,193.77,225,Electronics,84,2,8,2,9792.94,Credit Card,9
2836,28,Female,98071,Doctor,Phoenix,Silver,37,19,206.55,225,Electronics,62,17,5,12,4235.16,Credit Card,9
2837,67,Male,136399,Teacher,Seattle,Silver,75,38,87.84,226,Toys,37,10,2,6,2676.47,UPI,2
2838,48,Female,46357,Business,Phoenix,Bronze,41,5,290.66,95,Beauty,95,4,11,11,1418.2,Cash,6
2839,32,Male,47314,Engineer,San Francisco,Bronze,77,6,277.89,75,Beauty,47,12,4,15,1749.36,Debit Card,9
2840,26,Female,85283,Teacher,Dallas,Silver,92,35,102.78,32,Grocery,81,9,0,1,3155.37,Cash,9
2841,40,Male,74567,Business,San Francisco,Bronze,49,16,275.45,81,Toys,49,20,8,4,5114.06,Cash,6
2842,36,Male,62006,Student,Miami,Bronze,15,31,486.82,68,Books,24,21,9,1,15387.29,Cash,1
2843,26,Female,76606,Other,Chicago,Gold,13,18,360.06,338,Grocery,82,14,13,6,6080.28,Cash,1
2844,52,Male,33891,Business,Boston,Silver,53,14,245.68,218,Grocery,26,5,9,6,2777.31,UPI,9
2845,38,Female,116732,Freelancer,San Francisco,Silver,33,25,458.88,361,Toys,55,15,10,2,11399.99,Net Banking,3
2846,26,Male,44877,Retired,Boston,Silver,72,15,291.9,357,Home,7,30,6,2,4091.18,UPI,5
2847,45,Male,29026,Doctor,Chicago,Platinum,32,26,76.17,301,Sports,78,22,0,7,2352.38,Debit Card,6
2848,63,Female,35422,Teacher,Los Angeles,Bronze,48,36,278.28,119,Grocery,41,29,15,6,9532.22,Credit Card,1
2849,68,Female,48481,Doctor,San Francisco,Gold,68,11,98.68,47,Fashion,2,7,13,3,1268.28,Net Banking,1
